,,,,,,,,,,,,,,,,,,,,
Question,What is the recent languaages invented?,,,,,,,,,,,,,,,,,,,
Answer,,,,,,,,,,,,,,,,,,,,
,Count of title,Column Labels,,,,,,,,,,,,,,,,,,
,Row Labels,TQL,Grand Total,,,,,,,,,,,,,,,,,
,2023,1,1,,,,,,,,,,,,,,,,,
,Grand Total,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Question,Show first 10 programming languages?,,,,,,,,,,,,,,,,,,,
Answer,,,,,,,,,,,,,,,,,,,,
,Row Labels,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,
,Java,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,
,JavaScript,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,
,C,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,
,Python,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,
,SQL,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,
,C++,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,,,
,HTML,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,
,Linux,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,,,,,
,XML,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,,,,,
,PHP,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,,,,,,,,,,,,
,Perl,,,,,,,,,,,,,,,,,,,
,Grand Total,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Question,Show book count and paper count?,,,,,,,,,,,,,,,,,,,
Answer,,,,,,,,,,,,,,,,,,,,
,Row Labels,Sum of paperCount,Sum of bookCount,,,,,,,,,,,,,,,,,
,april,45,81,,,,,,,,,,,,,,,,,
,$,45,81,,,,,,,,,,,,,,,,,
,*Prolog,45,81,,,,,,,,,,,,,,,,,
,.dwg,45,81,,,,,,,,,,,,,,,,,
,.QL,45,81,,,,,,,,,,,,,,,,,
,[x]it!,45,81,,,,,,,,,,,,,,,,,
,><>,45,81,,,,,,,,,,,,,,,,,
,05AB1E,45,81,,,,,,,,,,,,,,,,,
,1.pak,45,81,,,,,,,,,,,,,,,,,
,1C Enterprise Script,45,81,,,,,,,,,,,,,,,,,
,20-GATE,45,81,,,,,,,,,,,,,,,,,
,2lisp,45,81,,,,,,,,,,,,,,,,,
,2OBJ,45,81,,,,,,,,,,,,,,,,,
,2-pak,45,81,,,,,,,,,,,,,,,,,
,3APL,45,81,,,,,,,,,,,,,,,,,
,3D Logo,45,81,,,,,,,,,,,,,,,,,
,3D Manufacturing Format,45,81,,,,,,,,,,,,,,,,,
,3DComposer,45,81,,,,,,,,,,,,,,,,,
,3DS,45,81,,,,,,,,,,,,,,,,,
,3-LISP,45,81,,,,,,,,,,,,,,,,,
,3RIP,45,81,,,,,,,,,,,,,,,,,
,4G,45,81,,,,,,,,,,,,,,,,,
,4th Dimension,45,81,,,,,,,,,,,,,,,,,
,51forth,45,81,,,,,,,,,,,,,,,,,
,6gunz,45,81,,,,,,,,,,,,,,,,,
,8th,45,81,,,,,,,,,,,,,,,,,
,a Lisp Environment,45,81,,,,,,,,,,,,,,,,,
,A#,45,81,,,,,,,,,,,,,,,,,
,A+,45,81,,,,,,,,,,,,,,,,,
,A++,45,81,,,,,,,,,,,,,,,,,
,Ć,45,81,,,,,,,,,,,,,,,,,
,Đ,45,81,,,,,,,,,,,,,,,,,
,A-0 system,45,81,,,,,,,,,,,,,,,,,
,A51 Assembly,45,81,,,,,,,,,,,,,,,,,
,AArch64,45,75,,,,,,,,,,,,,,,,,
,Aardappel,45,81,,,,,,,,,,,,,,,,,
,Aardvark,45,81,,,,,,,,,,,,,,,,,
,Abacus,45,81,,,,,,,,,,,,,,,,,
,ABAL,45,81,,,,,,,,,,,,,,,,,
,ABAP,43,38,,,,,,,,,,,,,,,,,
,Abbreviated Test Language for All Systems,45,81,,,,,,,,,,,,,,,,,
,ABC,41,81,,,,,,,,,,,,,,,,,
,ABC 80,45,81,,,,,,,,,,,,,,,,,
,ABC ALGOL,45,81,,,,,,,,,,,,,,,,,
,ABC++,45,81,,,,,,,,,,,,,,,,,
,ABCL/c+,45,81,,,,,,,,,,,,,,,,,
,ABCL/f,45,81,,,,,,,,,,,,,,,,,
,ABEL,45,77,,,,,,,,,,,,,,,,,
,ABLE,45,81,,,,,,,,,,,,,,,,,
,abs,45,81,,,,,,,,,,,,,,,,,
,ABSET,45,81,,,,,,,,,,,,,,,,,
,Abstract State Machine Language,45,81,,,,,,,,,,,,,,,,,
,Abstracto,45,81,,,,,,,,,,,,,,,,,
,ABSYS,45,81,,,,,,,,,,,,,,,,,
,AC Toolbox,45,81,,,,,,,,,,,,,,,,,
,ACCENT,45,80,,,,,,,,,,,,,,,,,
,Ace Editor,45,81,,,,,,,,,,,,,,,,,
,ACL,45,81,,,,,,,,,,,,,,,,,
,ACL2,45,79,,,,,,,,,,,,,,,,,
,Acme,42,81,,,,,,,,,,,,,,,,,
,Acore,45,81,,,,,,,,,,,,,,,,,
,ACORN,45,81,,,,,,,,,,,,,,,,,
,Acorn Atom,45,81,,,,,,,,,,,,,,,,,
,acorn-lang,45,81,,,,,,,,,,,,,,,,,
,Acornsoft Logo,45,81,,,,,,,,,,,,,,,,,
,ACOS,45,81,,,,,,,,,,,,,,,,,
,ACSI-Matic,45,81,,,,,,,,,,,,,,,,,
,ACSL,45,81,,,,,,,,,,,,,,,,,
,ACT ONE,45,81,,,,,,,,,,,,,,,,,
,Actalk,45,81,,,,,,,,,,,,,,,,,
,ACT-III,45,81,,,,,,,,,,,,,,,,,
,Action Code Script,45,81,,,,,,,,,,,,,,,,,
,Action!,45,80,,,,,,,,,,,,,,,,,
,ActionScript,43,20,,,,,,,,,,,,,,,,,
,Active Language I,45,81,,,,,,,,,,,,,,,,,
,Active-U-Datalog,45,81,,,,,,,,,,,,,,,,,
,ActiveVFP,45,81,,,,,,,,,,,,,,,,,
,ActivityPub,45,81,,,,,,,,,,,,,,,,,
,Actor,45,81,,,,,,,,,,,,,,,,,
,Actor-Based Concurrent Language,45,81,,,,,,,,,,,,,,,,,
,Actors,45,81,,,,,,,,,,,,,,,,,
,Actus,45,81,,,,,,,,,,,,,,,,,
,Ada,2,33,,,,,,,,,,,,,,,,,
,Ada 95,45,81,,,,,,,,,,,,,,,,,
,Ada 9X,45,81,,,,,,,,,,,,,,,,,
,Ada/TL,45,81,,,,,,,,,,,,,,,,,
,ADABTPL,45,81,,,,,,,,,,,,,,,,,
,Adagio,45,81,,,,,,,,,,,,,,,,,
,ADAM,45,81,,,,,,,,,,,,,,,,,
,adamant,45,81,,,,,,,,,,,,,,,,,
,adam-standard,45,81,,,,,,,,,,,,,,,,,
,Adaplex,45,81,,,,,,,,,,,,,,,,,
,Address,45,81,,,,,,,,,,,,,,,,,
,Adenine,45,81,,,,,,,,,,,,,,,,,
,Adept,45,81,,,,,,,,,,,,,,,,,
,ADES,45,81,,,,,,,,,,,,,,,,,
,ADES II,45,81,,,,,,,,,,,,,,,,,
,Ad-hoc,45,81,,,,,,,,,,,,,,,,,
,Aditi,45,81,,,,,,,,,,,,,,,,,
,ADLIB,45,81,,,,,,,,,,,,,,,,,
,Adobe Font Metrics,45,81,,,,,,,,,,,,,,,,,
,ADS-B,45,81,,,,,,,,,,,,,,,,,
,Advanced Authoring Format,45,81,,,,,,,,,,,,,,,,,
,Advanced Continuous Simulation Language,45,81,,,,,,,,,,,,,,,,,
,Advanced Message Queuing Protocol,45,81,,,,,,,,,,,,,,,,,
,Adventure Game Studio Script,45,81,,,,,,,,,,,,,,,,,
,Advice Taker,45,81,,,,,,,,,,,,,,,,,
,AED,45,81,,,,,,,,,,,,,,,,,
,AEPL,45,81,,,,,,,,,,,,,,,,,
,AESOP,45,81,,,,,,,,,,,,,,,,,
,Afnix,45,81,,,,,,,,,,,,,,,,,
,AFS,45,81,,,,,,,,,,,,,,,,,
,AGC,45,78,,,,,,,,,,,,,,,,,
,Agda,31,74,,,,,,,,,,,,,,,,,
,Agent-K,45,81,,,,,,,,,,,,,,,,,
,AgentSpeak,45,81,,,,,,,,,,,,,,,,,
,Agilent VEE,45,81,,,,,,,,,,,,,,,,,
,AGL,45,81,,,,,,,,,,,,,,,,,
,Agora,45,81,,,,,,,,,,,,,,,,,
,Aheui,45,81,,,,,,,,,,,,,,,,,
,AIDA,45,81,,,,,,,,,,,,,,,,,
,AIDS,45,81,,,,,,,,,,,,,,,,,
,AIL,45,81,,,,,,,,,,,,,,,,,
,Aime,45,81,,,,,,,,,,,,,,,,,
,AIML,45,81,,,,,,,,,,,,,,,,,
,AIMMS,45,81,,,,,,,,,,,,,,,,,
,AIR,45,81,,,,,,,,,,,,,,,,,
,Airtable,45,81,,,,,,,,,,,,,,,,,
,Aith,45,81,,,,,,,,,,,,,,,,,
,AKL,45,81,,,,,,,,,,,,,,,,,
,AL,45,81,,,,,,,,,,,,,,,,,
,ALADIN,45,81,,,,,,,,,,,,,,,,,
,Alambik,45,81,,,,,,,,,,,,,,,,,
,alan,45,81,,,,,,,,,,,,,,,,,
,ALBA,45,81,,,,,,,,,,,,,,,,,
,albatross,45,81,,,,,,,,,,,,,,,,,
,ALCOR,45,81,,,,,,,,,,,,,,,,,
,Aldat,45,81,,,,,,,,,,,,,,,,,
,ALDES,45,81,,,,,,,,,,,,,,,,,
,Aldor,45,81,,,,,,,,,,,,,,,,,
,Aldwych,45,81,,,,,,,,,,,,,,,,,
,ALEC,45,81,,,,,,,,,,,,,,,,,
,ALEF,45,81,,,,,,,,,,,,,,,,,
,ALEPH,45,81,,,,,,,,,,,,,,,,,
,alfred,45,81,,,,,,,,,,,,,,,,,
,Algae,45,81,,,,,,,,,,,,,,,,,
,Algebraic Compiler,45,81,,,,,,,,,,,,,,,,,
,Algebraic Logic Functional,45,81,,,,,,,,,,,,,,,,,
,Algebraic modeling language,45,81,,,,,,,,,,,,,,,,,
,ALGEM,45,81,,,,,,,,,,,,,,,,,
,ALGERNON,45,81,,,,,,,,,,,,,,,,,
,ALGO,45,81,,,,,,,,,,,,,,,,,
,algobox,45,81,,,,,,,,,,,,,,,,,
,Algol,28,51,,,,,,,,,,,,,,,,,
,ALGOL 58,45,81,,,,,,,,,,,,,,,,,
,ALGOL 60,45,76,,,,,,,,,,,,,,,,,
,ALGOL 68,45,78,,,,,,,,,,,,,,,,,
,ALGOL 68-R,45,81,,,,,,,,,,,,,,,,,
,ALGOL 68-RT,45,81,,,,,,,,,,,,,,,,,
,ALGOL N,45,81,,,,,,,,,,,,,,,,,
,ALGOL W,45,80,,,,,,,,,,,,,,,,,
,ALGOL X,45,81,,,,,,,,,,,,,,,,,
,ALGOL-E,45,81,,,,,,,,,,,,,,,,,
,ALGY,45,81,,,,,,,,,,,,,,,,,
,Alice,45,75,,,,,,,,,,,,,,,,,
,ALJABR,45,81,,,,,,,,,,,,,,,,,
,ALLO,45,81,,,,,,,,,,,,,,,,,
,Alloy,32,81,,,,,,,,,,,,,,,,,
,Alma,42,81,,,,,,,,,,,,,,,,,
,Alma-0,45,81,,,,,,,,,,,,,,,,,
,Alma-O,45,81,,,,,,,,,,,,,,,,,
,ALMIR,45,81,,,,,,,,,,,,,,,,,
,Almquist shell,45,81,,,,,,,,,,,,,,,,,
,ALOHAnet,45,81,,,,,,,,,,,,,,,,,
,Alonzo,45,81,,,,,,,,,,,,,,,,,
,ALPAK,45,81,,,,,,,,,,,,,,,,,
,Alpha,45,81,,,,,,,,,,,,,,,,,
,AlphaBasic,45,81,,,,,,,,,,,,,,,,,
,AlphaPop,45,81,,,,,,,,,,,,,,,,,
,Alphard,39,81,,,,,,,,,,,,,,,,,
,Alpine Abuild,45,81,,,,,,,,,,,,,,,,,
,ALPS,45,81,,,,,,,,,,,,,,,,,
,ALTAC,45,81,,,,,,,,,,,,,,,,,
,Altair BASIC,45,81,,,,,,,,,,,,,,,,,
,Alternate Instruction Set,45,81,,,,,,,,,,,,,,,,,
,Altibase,45,81,,,,,,,,,,,,,,,,,
,ALTRAN,45,81,,,,,,,,,,,,,,,,,
,Alumina,45,81,,,,,,,,,,,,,,,,,
,amalthea,45,81,,,,,,,,,,,,,,,,,
,Amanda,45,81,,,,,,,,,,,,,,,,,
,Amazon DynamoDB,45,81,,,,,,,,,,,,,,,,,
,Amazon RDS,45,81,,,,,,,,,,,,,,,,,
,Amazon Redshift,45,81,,,,,,,,,,,,,,,,,
,Amber,45,81,,,,,,,,,,,,,,,,,
,AmbientTalk,43,81,,,,,,,,,,,,,,,,,
,AMBIT,45,81,,,,,,,,,,,,,,,,,
,AMBIT/G,45,81,,,,,,,,,,,,,,,,,
,AMBIT/L,45,81,,,,,,,,,,,,,,,,,
,AMBUSH,45,81,,,,,,,,,,,,,,,,,
,Amiga E,45,81,,,,,,,,,,,,,,,,,
,AmigaBASIC,45,81,,,,,,,,,,,,,,,,,
,Amigas,45,81,,,,,,,,,,,,,,,,,
,AMOS,45,81,,,,,,,,,,,,,,,,,
,Ampère's Circuital Equation,45,81,,,,,,,,,,,,,,,,,
,AMPL,43,73,,,,,,,,,,,,,,,,,
,AMPPL-I,45,81,,,,,,,,,,,,,,,,,
,AMPPL-II,45,81,,,,,,,,,,,,,,,,,
,AMTRAN,45,81,,,,,,,,,,,,,,,,,
,AMTRAN 70,45,81,,,,,,,,,,,,,,,,,
,Amulet,45,81,,,,,,,,,,,,,,,,,
,ana,45,81,,,,,,,,,,,,,,,,,
,Analytical engine,45,81,,,,,,,,,,,,,,,,,
,And/Or,45,81,,,,,,,,,,,,,,,,,
,Andante,45,81,,,,,,,,,,,,,,,,,
,Andorra,45,81,,,,,,,,,,,,,,,,,
,Andorra-I,45,81,,,,,,,,,,,,,,,,,
,Android,45,79,,,,,,,,,,,,,,,,,
,Angelscript,45,81,,,,,,,,,,,,,,,,,
,angr,45,81,,,,,,,,,,,,,,,,,
,ANNA,45,81,,,,,,,,,,,,,,,,,
,ANS MUMPS,45,81,,,,,,,,,,,,,,,,,
,ANSI BASIC,45,81,,,,,,,,,,,,,,,,,
,Ant Build System,45,81,,,,,,,,,,,,,,,,,
,Ante,43,81,,,,,,,,,,,,,,,,,
,antha,45,81,,,,,,,,,,,,,,,,,
,ANTLR,44,80,,,,,,,,,,,,,,,,,
,APACHE,45,81,,,,,,,,,,,,,,,,,
,Apache Arrow,45,81,,,,,,,,,,,,,,,,,
,Apache Cassandra,45,81,,,,,,,,,,,,,,,,,
,Apache Derby,45,81,,,,,,,,,,,,,,,,,
,Apache Hbase,45,79,,,,,,,,,,,,,,,,,
,Apache Lucene,45,81,,,,,,,,,,,,,,,,,
,Apache Maven,45,81,,,,,,,,,,,,,,,,,
,Apache Phoenix,45,81,,,,,,,,,,,,,,,,,
,ApacheConf,45,81,,,,,,,,,,,,,,,,,
,APAR,45,81,,,,,,,,,,,,,,,,,
,APAREL,45,81,,,,,,,,,,,,,,,,,
,APE100,45,81,,,,,,,,,,,,,,,,,
,ApeScript,45,81,,,,,,,,,,,,,,,,,
,Apex,45,63,,,,,,,,,,,,,,,,,
,API Blueprint,45,81,,,,,,,,,,,,,,,,,
,APL,17,68,,,,,,,,,,,,,,,,,
,APL/HP,45,81,,,,,,,,,,,,,,,,,
,APL/Z80,45,81,,,,,,,,,,,,,,,,,
,APL2,34,81,,,,,,,,,,,,,,,,,
,aplette,45,81,,,,,,,,,,,,,,,,,
,APLGOL,45,81,,,,,,,,,,,,,,,,,
,APLGOL-2,45,81,,,,,,,,,,,,,,,,,
,APL-GPSS,45,81,,,,,,,,,,,,,,,,,
,APLO,45,81,,,,,,,,,,,,,,,,,
,APLX,45,81,,,,,,,,,,,,,,,,,
,APOSTLE,45,81,,,,,,,,,,,,,,,,,
,appcode-editor,45,81,,,,,,,,,,,,,,,,,
,APPL/A,45,81,,,,,,,,,,,,,,,,,
,Apple BASIC,45,81,,,,,,,,,,,,,,,,,
,Apple I,45,81,,,,,,,,,,,,,,,,,
,Apple ProDOS,45,81,,,,,,,,,,,,,,,,,
,Applescript,44,66,,,,,,,,,,,,,,,,,
,Applesoft BASIC,45,81,,,,,,,,,,,,,,,,,
,APPLOG,45,81,,,,,,,,,,,,,,,,,
,APROL,45,81,,,,,,,,,,,,,,,,,
,APSE,45,81,,,,,,,,,,,,,,,,,
,APT Debian,45,81,,,,,,,,,,,,,,,,,
,aQasm,45,81,,,,,,,,,,,,,,,,,
,AQL,45,81,,,,,,,,,,,,,,,,,
,Aquarius Prolog,45,81,,,,,,,,,,,,,,,,,
,ARABLAN,45,81,,,,,,,,,,,,,,,,,
,ArangoDB,45,81,,,,,,,,,,,,,,,,,
,arbortext-command-language,45,81,,,,,,,,,,,,,,,,,
,Arc,37,81,,,,,,,,,,,,,,,,,
,Arc Assembly,45,81,,,,,,,,,,,,,,,,,
,ARC processor,45,81,,,,,,,,,,,,,,,,,
,ARCHI,45,81,,,,,,,,,,,,,,,,,
,ArchieML,45,81,,,,,,,,,,,,,,,,,
,Arctic,45,81,,,,,,,,,,,,,,,,,
,Arden syntax,45,81,,,,,,,,,,,,,,,,,
,Arduino Programming Language,17,9,,,,,,,,,,,,,,,,,
,arend,45,81,,,,,,,,,,,,,,,,,
,aretext,45,81,,,,,,,,,,,,,,,,,
,ARexx,45,80,,,,,,,,,,,,,,,,,
,arezzo-notation,45,81,,,,,,,,,,,,,,,,,
,Argdown,45,81,,,,,,,,,,,,,,,,,
,Argon,45,81,,,,,,,,,,,,,,,,,
,Argos,44,81,,,,,,,,,,,,,,,,,
,Argus,45,81,,,,,,,,,,,,,,,,,
,ARITH-MATIC,45,81,,,,,,,,,,,,,,,,,
,Arjuna,45,81,,,,,,,,,,,,,,,,,
,ARK,45,81,,,,,,,,,,,,,,,,,
,ark-lang,45,81,,,,,,,,,,,,,,,,,
,ArkScript,45,81,,,,,,,,,,,,,,,,,
,ARM,13,40,,,,,,,,,,,,,,,,,
,ARM Templates,45,81,,,,,,,,,,,,,,,,,
,Armani,45,81,,,,,,,,,,,,,,,,,
,Armed Bear Common Lisp,45,81,,,,,,,,,,,,,,,,,
,arret,45,81,,,,,,,,,,,,,,,,,
,arrow,41,81,,,,,,,,,,,,,,,,,
,ARTA,45,81,,,,,,,,,,,,,,,,,
,ARTSPEAK,45,81,,,,,,,,,,,,,,,,,
,Arturo,45,81,,,,,,,,,,,,,,,,,
,arvelie-format,45,81,,,,,,,,,,,,,,,,,
,ASCII,45,81,,,,,,,,,,,,,,,,,
,ASCII Armor,45,81,,,,,,,,,,,,,,,,,
,AsciiDoc,45,81,,,,,,,,,,,,,,,,,
,AsciiDots,45,81,,,,,,,,,,,,,,,,,
,AsciiMath,45,81,,,,,,,,,,,,,,,,,
,ASDF,45,81,,,,,,,,,,,,,,,,,
,ASF+SDF,45,81,,,,,,,,,,,,,,,,,
,ASHMEDAI,45,81,,,,,,,,,,,,,,,,,
,ASIC,45,81,,,,,,,,,,,,,,,,,
,Asm.js,45,81,,,,,,,,,,,,,,,,,
,ASN.1,45,81,,,,,,,,,,,,,,,,,
,ASP,38,30,,,,,,,,,,,,,,,,,
,ASP.NET,45,81,,,,,,,,,,,,,,,,,
,AspectC++,40,81,,,,,,,,,,,,,,,,,
,AspectJ,9,64,,,,,,,,,,,,,,,,,
,ASPEN,45,81,,,,,,,,,,,,,,,,,
,ASPOL,45,81,,,,,,,,,,,,,,,,,
,Assembly CLI,45,81,,,,,,,,,,,,,,,,,
,Assembly language,45,81,,,,,,,,,,,,,,,,,
,AssemblyScript,45,81,,,,,,,,,,,,,,,,,
,associons,45,81,,,,,,,,,,,,,,,,,
,Asspegique,45,81,,,,,,,,,,,,,,,,,
,Astatine,45,81,,,,,,,,,,,,,,,,,
,Asterisk,45,81,,,,,,,,,,,,,,,,,
,asterius-compiler,45,81,,,,,,,,,,,,,,,,,
,ASTLOG,45,81,,,,,,,,,,,,,,,,,
,astro,45,81,,,,,,,,,,,,,,,,,
,astroml,45,81,,,,,,,,,,,,,,,,,
,Asymptote,45,79,,,,,,,,,,,,,,,,,
,Atari BASIC,45,81,,,,,,,,,,,,,,,,,
,Atari Microsoft BASIC,45,81,,,,,,,,,,,,,,,,,
,Atari ST BASIC,45,81,,,,,,,,,,,,,,,,,
,Atlas Autocode,45,81,,,,,,,,,,,,,,,,,
,ATLAS Transformation Language,45,81,,,,,,,,,,,,,,,,,
,Atmel AVR,45,81,,,,,,,,,,,,,,,,,
,Atmel AVR instruction set,45,74,,,,,,,,,,,,,,,,,
,ATOL,45,81,,,,,,,,,,,,,,,,,
,Atom,45,81,,,,,,,,,,,,,,,,,
,Atomese,45,81,,,,,,,,,,,,,,,,,
,atomo,45,81,,,,,,,,,,,,,,,,,
,Atomos,45,81,,,,,,,,,,,,,,,,,
,atomspace,45,81,,,,,,,,,,,,,,,,,
,ATS,44,80,,,,,,,,,,,,,,,,,
,Attic numerals,45,81,,,,,,,,,,,,,,,,,
,aubit-4gl,45,81,,,,,,,,,,,,,,,,,
,Augeas,45,81,,,,,,,,,,,,,,,,,
,Augment,45,81,,,,,,,,,,,,,,,,,
,Augmented Backus-Naur Form,45,81,,,,,,,,,,,,,,,,,
,AUI,45,81,,,,,,,,,,,,,,,,,
,AUR,45,81,,,,,,,,,,,,,,,,,
,Aurora,45,81,,,,,,,,,,,,,,,,,
,Austral,45,81,,,,,,,,,,,,,,,,,
,AUTASIM,45,81,,,,,,,,,,,,,,,,,
,AUTOCAD,45,81,,,,,,,,,,,,,,,,,
,AutoCAD DXF,45,81,,,,,,,,,,,,,,,,,
,Autocode,45,81,,,,,,,,,,,,,,,,,
,AUTOCODER,45,81,,,,,,,,,,,,,,,,,
,AUTOCODER II,45,81,,,,,,,,,,,,,,,,,
,AUTOCODER III,45,81,,,,,,,,,,,,,,,,,
,Autoconf,45,81,,,,,,,,,,,,,,,,,
,Autodesk Revit,45,81,,,,,,,,,,,,,,,,,
,AUTODRAFT,45,81,,,,,,,,,,,,,,,,,
,AUTOGRP,45,81,,,,,,,,,,,,,,,,,
,AutoHotkey,45,74,,,,,,,,,,,,,,,,,
,AutoIt,45,76,,,,,,,,,,,,,,,,,
,AutoLISP,44,62,,,,,,,,,,,,,,,,,
,AUTOLOFT,45,81,,,,,,,,,,,,,,,,,
,AUTOMAST,45,81,,,,,,,,,,,,,,,,,
,AUTOmatic PROgramming of Machine Tools,45,81,,,,,,,,,,,,,,,,,
,Automatically Programmed Tool,45,81,,,,,,,,,,,,,,,,,
,Automator,45,81,,,,,,,,,,,,,,,,,
,Avail,45,81,,,,,,,,,,,,,,,,,
,Avalon/Common LISP,45,81,,,,,,,,,,,,,,,,,
,Averest,45,81,,,,,,,,,,,,,,,,,
,Avionics Architecture Design Language,45,81,,,,,,,,,,,,,,,,,
,AviSynth,45,81,,,,,,,,,,,,,,,,,
,avro,45,81,,,,,,,,,,,,,,,,,
,awk,37,56,,,,,,,,,,,,,,,,,
,awl,45,81,,,,,,,,,,,,,,,,,
,AWS,45,79,,,,,,,,,,,,,,,,,
,axcess,45,81,,,,,,,,,,,,,,,,,
,AXIOM,33,81,,,,,,,,,,,,,,,,,
,axt-format,45,81,,,,,,,,,,,,,,,,,
,Aztec C,45,81,,,,,,,,,,,,,,,,,
,B,42,81,,,,,,,,,,,,,,,,,
,B3 IR,45,81,,,,,,,,,,,,,,,,,
,B32 Business Basic,45,81,,,,,,,,,,,,,,,,,
,B4Tran,45,81,,,,,,,,,,,,,,,,,
,BABEL,45,81,,,,,,,,,,,,,,,,,
,Baby modula-3,45,81,,,,,,,,,,,,,,,,,
